id;nik;nama;alamat;rt;rw;jenis_kelamin;created_at;updated_at
2662;2110631250467;Steffie Riches;1199 Reinke Pass;008;005;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2663;2110631250468;Aluino Paraman;5989 Pleasure Hill;008;001;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2664;2110631250469;Noland Ohms;887 Dryden Alley;002;004;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2665;2110631250470;Parke Ridgeway;20 Eggendart Hill;007;001;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2666;2110631250471;Chancey Lowless;3 Emmet Terrace;007;004;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2667;2110631250472;Bartholomeo Elcocks;731 Sunbrook Terrace;006;001;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2668;2110631250473;Kirbie Grace;7304 Shelley Road;007;004;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2669;2110631250474;Veronike Sherrett;0071 Eggendart Alley;003;002;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2670;2110631250475;Sigfried Kulic;1257 Nobel Crossing;001;002;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2671;2110631250476;Horton Croal;1589 Debra Terrace;002;001;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2672;2110631250477;Lucais Haverty;18470 Union Crossing;005;005;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2673;2110631250478;Devlin Eisikowitch;Kp. Era Caffe 3;002;005;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2674;2110631250479;Krishna Oosthout de Vree;Kp. Era Caffe 4;003;002;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2675;2110631250480;Gamaliel Relf;7 Merchant Avenue;006;004;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2676;2110631250481;Burl Sagg;21 Daystar Park;008;004;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2677;2110631250482;Creight Commusso;34 Ridgeview Point;005;001;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2678;2110631250483;Ephrayim Gosnall;77096 Russell Court;008;005;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2679;2110631250484;Dominick Stanbury;7042 Anzinger Road;008;001;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2680;2110631250485;Frankie Demougeot;682 Schlimgen Road;008;002;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2681;2110631250486;Rollin Girvan;8841 Jackson Plaza;006;005;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2682;2110631250487;Adolphe Jobern;2242 Thackeray Plaza;001;004;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2683;2110631250488;Hilly Tams;54 Kensington Point;007;003;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2684;2110631250489;Skippie Benes;925 Dawn Terrace;006;003;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2685;2110631250490;Gardy Newarte;9 Katie Junction;009;001;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2686;2110631250491;Cosmo Hanington;97 Melrose Center;003;003;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2687;2110631250492;Hurleigh Fores;8021 Bonner Alley;001;004;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2688;2110631250493;Lavena Hussy;12 Lakewood Gardens Crossing;010;001;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2689;2110631250494;Aube Dews;87326 Muir Junction;002;005;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2690;2110631250495;Sherri Prowse;3 Thompson Point;005;002;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2691;2110631250496;Falito Tolomelli;815 Moose Parkway;008;004;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2692;2110631250497;Tanner Eliyahu;2177 Anzinger Park;004;001;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2693;2110631250498;Reinhold Fowden;1199 Reinke Pass;006;004;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2694;2110631250499;Rad Corker;5989 Pleasure Hill;007;001;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2695;2110631250500;Carita Ipsley;887 Dryden Alley;003;002;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2696;2110631250501;Marietta Mourge;20 Eggendart Hill;008;001;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2697;2110631250502;Abbi Dominguez;3 Emmet Terrace;007;002;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2698;2110631250503;Barde Tunno;731 Sunbrook Terrace;004;005;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2699;2110631250504;Hiram Human;7304 Shelley Road;004;003;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2700;2110631250505;Sacha Lambol;0071 Eggendart Alley;001;005;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2701;2110631250506;Welby Stepto;1257 Nobel Crossing;005;005;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2702;2110631250507;Addy Rosencwaig;1589 Debra Terrace;004;005;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2703;2110631250508;Meghan Malkinson;18470 Union Crossing;008;001;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2704;2110631250509;Buckie St. Clair;Kp. Era Caffe 3;001;005;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2705;2110631250510;Barrie Pafford;Kp. Era Caffe 4;008;005;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2706;2110631250511;Dale Gwinnel;7 Merchant Avenue;004;002;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2707;2110631250512;Tripp Lamping;21 Daystar Park;001;003;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2708;2110631250513;Pammi Loton;34 Ridgeview Point;001;004;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2709;2110631250514;Johnna Gingel;77096 Russell Court;001;004;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2710;2110631250515;Audre Dales;7042 Anzinger Road;008;003;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2711;2110631250516;Mychal Decaze;682 Schlimgen Road;008;005;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2712;2110631250517;Andy Okenden;8841 Jackson Plaza;004;001;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2713;2110631250518;Niels Mechan;2242 Thackeray Plaza;010;003;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2714;2110631250519;Allister Sherston;54 Kensington Point;001;005;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2715;2110631250520;Isadora Sandell;925 Dawn Terrace;006;004;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2716;2110631250521;Marja Fuke;9 Katie Junction;007;001;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2717;2110631250522;Kissie Gummow;97 Melrose Center;003;004;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2718;2110631250523;Robbie Tabor;8021 Bonner Alley;006;002;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2719;2110631250524;Tawsha Laye;12 Lakewood Gardens Crossing;008;005;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2720;2110631250525;Ripley McQueen;87326 Muir Junction;004;003;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2721;2110631250526;Anna-maria Huthart;3 Thompson Point;005;003;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2722;2110631250527;Inessa Southcomb;815 Moose Parkway;005;005;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2723;2110631250528;Lilia Rickford;2177 Anzinger Park;005;005;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2724;2110631250529;Veda Broadnicke;1199 Reinke Pass;002;004;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2725;2110631250530;Shelby Bouzan;5989 Pleasure Hill;004;005;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2726;2110631250531;Mellicent Hulke;887 Dryden Alley;006;005;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2727;2110631250532;Tess Fromont;20 Eggendart Hill;005;001;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2728;2110631250533;Ash Buckley;3 Emmet Terrace;010;004;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2729;2110631250534;Marta Moorman;731 Sunbrook Terrace;010;005;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2730;2110631250535;Aluino Bemrose;7304 Shelley Road;009;005;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2731;2110631250536;Mill Vanin;0071 Eggendart Alley;003;002;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2732;2110631250537;Arlana Crombleholme;1257 Nobel Crossing;003;002;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2733;2110631250538;Carleen Vass;1589 Debra Terrace;010;005;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2734;2110631250539;Teodora Espinha;18470 Union Crossing;008;001;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2735;2110631250540;Cymbre Shubotham;Kp. Era Caffe 3;007;004;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2736;2110631250541;Michaela Ambrosini;Kp. Era Caffe 4;010;003;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2737;2110631250542;Steffen Buzek;7 Merchant Avenue;010;003;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2738;2110631250543;Guenevere Thoms;21 Daystar Park;009;003;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2739;2110631250544;Tripp Pahlsson;34 Ridgeview Point;002;003;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2740;2110631250545;Terrance Upcraft;77096 Russell Court;004;005;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2741;2110631250546;Neall Hugonnet;7042 Anzinger Road;005;005;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2742;2110631250547;Tedd Baseggio;682 Schlimgen Road;007;002;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2743;2110631250548;Illa D'Andrea;8841 Jackson Plaza;002;002;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2744;2110631250549;Noach Duddle;2242 Thackeray Plaza;006;004;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2745;2110631250550;Celinda Sayton;54 Kensington Point;008;004;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2746;2110631250551;Elaina Jagson;925 Dawn Terrace;002;002;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2747;2110631250552;Berthe Chesney;9 Katie Junction;007;005;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2748;2110631250553;Cyndy Nicholas;97 Melrose Center;002;002;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2749;2110631250554;Troy Skeggs;8021 Bonner Alley;003;003;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2750;2110631250555;Ursa Bagge;12 Lakewood Gardens Crossing;006;001;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2751;2110631250556;Willy Heinke;87326 Muir Junction;001;001;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2752;2110631250557;Maison Whatmough;3 Thompson Point;005;003;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2753;2110631250558;Jacqui Syms;815 Moose Parkway;009;002;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2754;2110631250559;Thom Skitterel;2177 Anzinger Park;001;001;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2755;2110631250560;Alfons Greenhow;1199 Reinke Pass;001;005;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2756;2110631250561;Irv Cristea;5989 Pleasure Hill;002;003;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2757;2110631250562;Gwynne Looney;887 Dryden Alley;001;004;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2758;2110631250563;Corby Grichukhin;20 Eggendart Hill;006;005;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2759;2110631250564;Clotilda Hyrons;3 Emmet Terrace;002;001;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2760;2110631250565;Al Cluet;731 Sunbrook Terrace;010;004;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2761;2110631250566;Moina Rosenshine;7304 Shelley Road;001;002;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2762;2110631250567;Rozelle Dominick;0071 Eggendart Alley;005;003;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2763;2110631250568;Cordy Buttery;1257 Nobel Crossing;006;001;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2764;2110631250569;Brady Kennford;1589 Debra Terrace;007;003;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2765;2110631250570;Wenona Wallwood;18470 Union Crossing;007;004;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2766;2110631250571;Maggi Mines;Kp. Era Caffe 3;005;002;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2767;2110631250572;Wolfie Wenderott;Kp. Era Caffe 4;002;002;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2768;2110631250573;Vinni Toupe;7 Merchant Avenue;002;005;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2769;2110631250574;Prudi Isson;21 Daystar Park;009;005;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2770;2110631250575;Camellia Iredale;34 Ridgeview Point;002;002;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2771;2110631250576;Ker McKoy;77096 Russell Court;006;004;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2772;2110631250577;Monty Blackford;7042 Anzinger Road;005;001;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2773;2110631250578;Merrili McSweeney;682 Schlimgen Road;010;005;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2774;2110631250579;Livvyy Benz;8841 Jackson Plaza;001;003;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2775;2110631250580;Finlay Bucky;2242 Thackeray Plaza;006;002;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2776;2110631250581;Theodoric Ewebank;54 Kensington Point;010;001;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2777;2110631250582;Corrie Shrubb;925 Dawn Terrace;010;004;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2778;2110631250583;Briggs West;9 Katie Junction;002;002;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2779;2110631250584;Sada Yendall;97 Melrose Center;003;004;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2780;2110631250585;Mame Gerram;8021 Bonner Alley;004;003;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2781;2110631250586;Florian Beckett;12 Lakewood Gardens Crossing;004;004;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2782;2110631250587;Jammie Mc Caughen;87326 Muir Junction;008;001;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2783;2110631250588;Walker Oseland;3 Thompson Point;006;001;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2784;2110631250589;Nevile Benninger;815 Moose Parkway;002;004;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2785;2110631250590;Shermie Gagg;2177 Anzinger Park;002;005;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2786;2110631250591;Cori Wetherburn;1199 Reinke Pass;003;002;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2787;2110631250592;Stoddard Hlavecek;5989 Pleasure Hill;009;004;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2788;2110631250593;Gerrie Sazio;887 Dryden Alley;009;002;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2789;2110631250594;Liliane Castells;20 Eggendart Hill;003;002;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2790;2110631250595;Obediah Samworth;3 Emmet Terrace;009;005;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2791;2110631250596;Shandee Scoggin;731 Sunbrook Terrace;009;004;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2792;2110631250597;Alasteir Leishman;7304 Shelley Road;008;004;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2793;2110631250598;Linzy Spurdens;0071 Eggendart Alley;008;003;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2794;2110631250599;Britte Taylerson;1257 Nobel Crossing;002;004;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2795;2110631250600;Adrien Ruvel;1589 Debra Terrace;005;001;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2796;2110631250601;Virginie Looby;18470 Union Crossing;002;004;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2797;2110631250602;Maximilianus Vernau;Kp. Era Caffe 3;004;001;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2798;2110631250603;Dannel Pratton;Kp. Era Caffe 4;001;002;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2799;2110631250604;Othilia Aldham;7 Merchant Avenue;001;001;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2800;2110631250605;Henka Bloan;21 Daystar Park;008;001;L;2025-12-27 13:20:45;2025-12-27 13:20:45
2801;2110631250606;Shirlene Borgesio;34 Ridgeview Point;007;001;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2802;2110631250607;Hobey Berrey;77096 Russell Court;003;001;P;2025-12-27 13:20:45;2025-12-27 13:20:45
2803;2110631250608;Deloris Coot;7042 Anzinger Road;003;005;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2804;2110631250609;Kira Hanbury;682 Schlimgen Road;005;005;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2805;2110631250610;Mei Shearme;8841 Jackson Plaza;007;002;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2806;2110631250611;Gideon Pughe;2242 Thackeray Plaza;006;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2807;2110631250612;Gerome Samples;54 Kensington Point;008;003;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2808;2110631250613;Brandyn Hapgood;925 Dawn Terrace;008;001;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2809;2110631250614;Van Hill;9 Katie Junction;009;001;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2810;2110631250615;Faber Darrel;97 Melrose Center;009;002;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2811;2110631250616;Nicholas Willmetts;8021 Bonner Alley;006;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2812;2110631250617;Kathie Kepe;12 Lakewood Gardens Crossing;001;005;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2813;2110631250618;Leicester Donativo;87326 Muir Junction;001;004;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2814;2110631250619;Shepherd Blabey;3 Thompson Point;008;001;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2815;2110631250620;Cindy Yukhnevich;815 Moose Parkway;002;001;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2816;2110631250621;Keelia Kinsell;2177 Anzinger Park;003;001;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2817;2110631250622;Winnifred Gomer;1199 Reinke Pass;006;002;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2818;2110631250623;Sabine Doward;5989 Pleasure Hill;002;003;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2819;2110631250624;Rosetta Raisbeck;887 Dryden Alley;002;004;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2820;2110631250625;Gerri Teresi;20 Eggendart Hill;008;001;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2821;2110631250626;Miner Scorthorne;3 Emmet Terrace;008;004;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2822;2110631250627;Vergil Spawton;731 Sunbrook Terrace;005;004;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2823;2110631250628;Arin Samsworth;7304 Shelley Road;007;003;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2824;2110631250629;Martie Whyborne;0071 Eggendart Alley;006;003;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2825;2110631250630;Pren Daal;1257 Nobel Crossing;006;003;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2826;2110631250631;Isador De Blase;1589 Debra Terrace;004;004;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2827;2110631250632;Gerek Knill;18470 Union Crossing;008;003;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2828;2110631250633;Eugine Seivwright;Kp. Era Caffe 3;003;003;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2829;2110631250634;Guinevere Malthouse;Kp. Era Caffe 4;002;003;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2830;2110631250635;Talia Meritt;7 Merchant Avenue;002;003;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2831;2110631250636;Eustacia Meech;21 Daystar Park;009;003;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2832;2110631250637;Humphrey Tattershaw;34 Ridgeview Point;006;001;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2833;2110631250638;Thorstein Ewles;77096 Russell Court;001;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2834;2110631250639;Brynne Slisby;7042 Anzinger Road;004;004;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2835;2110631250640;Rozanne Hitzschke;682 Schlimgen Road;003;003;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2836;2110631250641;Noam Eloi;8841 Jackson Plaza;003;002;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2837;2110631250642;Gifford O'Hartigan;2242 Thackeray Plaza;008;004;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2838;2110631250643;Chas Record;54 Kensington Point;004;001;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2839;2110631250644;Stinky Yerrington;925 Dawn Terrace;001;005;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2840;2110631250645;Cleavland Phettiplace;9 Katie Junction;002;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2841;2110631250646;Hale Pigeon;97 Melrose Center;006;001;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2842;2110631250647;Arlinda Rickcord;8021 Bonner Alley;002;003;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2843;2110631250648;Francis Bangham;12 Lakewood Gardens Crossing;008;002;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2844;2110631250649;Ranice Beddon;87326 Muir Junction;008;004;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2845;2110631250650;Celle Canepe;3 Thompson Point;008;003;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2846;2110631250651;Erminie Beckitt;815 Moose Parkway;007;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2847;2110631250652;Augustine Randales;2177 Anzinger Park;001;004;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2848;2110631250653;Nessi McGillecole;1199 Reinke Pass;001;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2849;2110631250654;Ferris Lavell;5989 Pleasure Hill;006;004;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2850;2110631250655;De witt felip;887 Dryden Alley;010;004;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2851;2110631250656;Frederique Cometson;20 Eggendart Hill;009;001;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2852;2110631250657;Kyle McConnachie;3 Emmet Terrace;008;005;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2853;2110631250658;Raviv Pistol;731 Sunbrook Terrace;009;002;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2854;2110631250659;Diannne Parry;7304 Shelley Road;010;005;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2855;2110631250660;Merry Wethey;0071 Eggendart Alley;006;004;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2856;2110631250661;Olin Lacknor;1257 Nobel Crossing;005;001;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2857;2110631250662;Madge Vairow;1589 Debra Terrace;006;003;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2858;2110631250663;Anne Amort;18470 Union Crossing;005;002;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2859;2110631250664;Olenka Sibbons;Kp. Era Caffe 3;007;004;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2860;2110631250665;Padget Lednor;Kp. Era Caffe 4;007;003;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2861;2110631250666;Elmira Fetherstonhaugh;7 Merchant Avenue;005;003;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2862;2110631250667;Maximilianus Rathbourne;21 Daystar Park;004;004;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2863;2110631250668;Pauline Menhenitt;34 Ridgeview Point;007;002;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2864;2110631250669;Sasha Attersoll;77096 Russell Court;009;005;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2865;2110631250670;Harald Vlahos;7042 Anzinger Road;007;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2866;2110631250671;Cliff MacEntee;682 Schlimgen Road;007;004;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2867;2110631250672;Darb Hryskiewicz;8841 Jackson Plaza;002;002;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2868;2110631250673;Gaylene Regardsoe;2242 Thackeray Plaza;006;001;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2869;2110631250674;Bernete Dalla;54 Kensington Point;003;002;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2870;2110631250675;Auguste Molson;925 Dawn Terrace;008;001;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2871;2110631250676;Candide Weyman;9 Katie Junction;009;004;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2872;2110631250677;Ruddie Laguerre;97 Melrose Center;001;002;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2873;2110631250678;Alaine Kloska;8021 Bonner Alley;002;002;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2874;2110631250679;Douglass Pond;12 Lakewood Gardens Crossing;004;004;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2875;2110631250680;Colin Digle;87326 Muir Junction;008;005;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2876;2110631250681;Joni Milhench;3 Thompson Point;002;001;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2877;2110631250682;Gwendolin Darwent;815 Moose Parkway;003;003;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2878;2110631250683;Reube Desorts;2177 Anzinger Park;008;001;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2879;2110631250684;Daryl Langdon;1199 Reinke Pass;010;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2880;2110631250685;Mathew Jervois;5989 Pleasure Hill;008;005;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2881;2110631250686;Lissie Eastgate;887 Dryden Alley;002;004;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2882;2110631250687;Devonna Gallon;20 Eggendart Hill;003;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2883;2110631250688;Flinn Feast;3 Emmet Terrace;002;004;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2884;2110631250689;Annissa Lanktree;731 Sunbrook Terrace;007;004;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2885;2110631250690;Averil Sharer;7304 Shelley Road;001;001;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2886;2110631250691;Errol MacKeever;0071 Eggendart Alley;004;003;L;2025-12-27 13:20:46;2025-12-27 13:20:46
2887;2110631250692;Omero Gamlyn;1257 Nobel Crossing;006;005;P;2025-12-27 13:20:46;2025-12-27 13:20:46
2888;2110631250693;Shermy Brand;1589 Debra Terrace;010;005;L;2025-12-27 13:20:46;2025-12-27 13:20:46
